片名,个人评分,打分日期,影片链接
"黑袍纠察队 第三季 / The Boys Season 3","5","2022-07-05","https://movie.douban.com/subject/35154050/",
"健听女孩 / CODA","5","2022-07-07","https://movie.douban.com/subject/35048413/",
"银翼杀手2049 / Blade Runner 2049","5","2022-07-08","https://movie.douban.com/subject/10512661/",
"毒液2 / Venom: Let There Be Carnage","1","2022-07-09","https://movie.douban.com/subject/30382416/",
"奇异博士2：疯狂多元宇宙 / Doctor Strange in the Multiverse of ...","2","2022-07-09","https://movie.douban.com/subject/30304994/",
"银翼杀手 / Blade Runner","5","2022-07-09","https://movie.douban.com/subject/1291839/",
"大空头 / The Big Short","4","2022-07-16","https://movie.douban.com/subject/26303622/",
"变相怪杰 / The Mask","3","2022-07-16","https://movie.douban.com/subject/1297570/",
"007：无暇赴死 / No Time to Die","3","2022-07-18","https://movie.douban.com/subject/20276229/",
"大侦探福尔摩斯2：诡影游戏 / Sherlock Holmes: A Game of Shadows","4","2022-07-18","https://movie.douban.com/subject/4051753/",
"2001太空漫游 / 2001: A Space Odyssey","4","2022-07-20","https://movie.douban.com/subject/1292226/",
"金蝉脱壳 / Escape Plan","3","2022-07-25","https://movie.douban.com/subject/3025447/",
"Hello！树先生","5","2022-07-27","https://movie.douban.com/subject/4135710/",
"憨豆特工 / Johnny English","4","2022-07-28","https://movie.douban.com/subject/1307389/",
"独行月球","5","2022-07-29","https://movie.douban.com/subject/35183042/",
"闪灵 / The Shining","3","2022-08-05","https://movie.douban.com/subject/1292225/",
"人生大事","4","2022-08-11","https://movie.douban.com/subject/35460157/",
"雨果 / Hugo","3","2022-08-19","https://movie.douban.com/subject/2028677/",
"侏罗纪世界3 / Jurassic World: Dominion","2","2022-08-19","https://movie.douban.com/subject/26873582/",
"四海","2","2022-08-22","https://movie.douban.com/subject/35337517/",
"酒精计划 / Druk","5","2022-08-22","https://movie.douban.com/subject/30323120/",
"美丽心灵 / A Beautiful Mind","4","2022-09-20","https://movie.douban.com/subject/1306029/",
"协商 / 협상","3","2022-09-23","https://movie.douban.com/subject/27040853/",
"太阳照常升起","4","2022-09-24","https://movie.douban.com/subject/1766086/",
"独行侠 / The Lone Ranger","2","2022-09-27","https://movie.douban.com/subject/3024838/",
"小人物 / Nobody","5","2022-09-28","https://movie.douban.com/subject/34865507/",
"末代皇帝 / The Last Emperor","5","2022-09-28","https://movie.douban.com/subject/1293172/",
"隐入尘烟","5","2022-10-01","https://movie.douban.com/subject/35131346/",
"法官老爹 / The Judge","5","2022-10-02","https://movie.douban.com/subject/10546747/",
"电影人生 / The Majestic","5","2022-10-11","https://movie.douban.com/subject/1306605/",
"万神殿 第一季 / Pantheon Season 1","5","2022-10-16","https://movie.douban.com/subject/34990593/",
"爱在黎明破晓前 / Before Sunrise","5","2022-10-24","https://movie.douban.com/subject/1296339/",
"黑亚当 / Black Adam","4","2022-10-25","https://movie.douban.com/subject/26959697/",
"爱在午夜降临前 / Before Midnight","5","2022-10-28","https://movie.douban.com/subject/10808442/",
"波巴·费特之书 / The Book of Boba Fett","5","2022-10-28","https://movie.douban.com/subject/35291777/",
"曼达洛人 第二季 / The Mandalorian Season 2","5","2022-10-28","https://movie.douban.com/subject/34892527/",
"爱在日落黄昏时 / Before Sunset","5","2022-10-28","https://movie.douban.com/subject/1291990/",
"K歌情人 / Music and Lyrics","5","2022-11-10","https://movie.douban.com/subject/1937401/",
"火山挚恋 / Fire of Love","5","2022-11-13","https://movie.douban.com/subject/35694766/",
"雪国列车 / 설국열차","4","2022-11-19","https://movie.douban.com/subject/3071441/",
"龙之家族 第一季 / House of the Dragon Season 1","5","2022-11-23","https://movie.douban.com/subject/34825964/",
"子弹列车 / Bullet Train","5","2022-11-27","https://movie.douban.com/subject/35118954/",
"一九四二","5","2022-12-06","https://movie.douban.com/subject/6011805/",
"三个老枪手 / Going in Style","5","2022-12-09","https://movie.douban.com/subject/26266085/",
"声之形 / 聲の形","5","2022-12-23","https://movie.douban.com/subject/26264454/",
"阿凡达：水之道 / Avatar: The Way of Water","5","2022-12-24","https://movie.douban.com/subject/4811774/",
"间谍过家家 第一季 / SPY×FAMILY","5","2022-12-30","https://movie.douban.com/subject/35258427/",
"间谍过家家 第一季 Part.2 / SPY×FAMILY 第2クール","5","2022-12-30","https://movie.douban.com/subject/35724582/",
"天才不能承受之重 / The Unbearable Weight of Massive Talent","3","2023-01-02","https://movie.douban.com/subject/34890458/",
"相合之物 / であいもん","5","2023-01-02","https://movie.douban.com/subject/35438300/",
"孤独摇滚！ / ぼっち・ざ・ろっく！","5","2023-01-07","https://movie.douban.com/subject/35366293/",
"秒速5厘米 / 秒速5センチメートル","4","2023-01-11","https://movie.douban.com/subject/2043546/",
"天气之子 / 天気の子","5","2023-01-22","https://movie.douban.com/subject/30402296/",
"流浪地球2","5","2023-01-24","https://movie.douban.com/subject/35267208/",
"萤火之森 / 蛍火の杜へ","5","2023-02-06","https://movie.douban.com/subject/5989818/",
"中国奇谭","4","2023-02-10","https://movie.douban.com/subject/35674355/",
"狂飙","5","2023-02-10","https://movie.douban.com/subject/35465232/",
"中国古诗词动漫","5","2023-02-13","https://movie.douban.com/subject/30304531/",
"战争之王 / Lord of War","5","2023-02-26","https://movie.douban.com/subject/1419936/",
"保你平安","5","2023-03-11","https://movie.douban.com/subject/35457272/",
"壮志凌云2：独行侠 / Top Gun: Maverick","4","2023-03-14","https://movie.douban.com/subject/6893932/",
"铃芽之旅 / すずめの戸締まり","5","2023-03-25","https://movie.douban.com/subject/35371261/",
"海边的曼彻斯特 / Manchester by the Sea","5","2023-03-25","https://movie.douban.com/subject/25980443/",
"西线无战事 / All Quiet on the Western Front","5","2023-04-14","https://movie.douban.com/subject/1295116/",
"银河护卫队3 / Guardians of the Galaxy Vol. 3","3","2023-05-09","https://movie.douban.com/subject/26258779/",
"菊次郎的夏天 / 菊次郎の夏","5","2023-05-12","https://movie.douban.com/subject/1293359/",
"神奇乳霜 / Cream","5","2023-05-17","https://movie.douban.com/subject/27101935/",
"闻香识女人 / Scent of a Woman","5","2023-05-19","https://movie.douban.com/subject/1298624/",
"魂断蓝桥 / Waterloo Bridge","5","2023-05-21","https://movie.douban.com/subject/1293964/",
"言叶之庭 / 言の葉の庭","5","2023-05-21","https://movie.douban.com/subject/20470074/",
"碟中谍6：全面瓦解 / Mission: Impossible - Fallout","4","2023-05-21","https://movie.douban.com/subject/26336252/",
"青春猪头少年不会梦到兔女郎学姐 / 青春ブタ野郎はバニーガール先...","5","2023-05-23","https://movie.douban.com/subject/30166978/",
"曼达洛人 第三季 / The Mandalorian Season 3","5","2023-05-28","https://movie.douban.com/subject/35048728/",
"天空之城 / 天空の城ラピュタ","5","2023-06-02","https://movie.douban.com/subject/1291583/",
"蜘蛛侠：纵横宇宙 / Spider-Man: Across the Spider-Verse","5","2023-06-02","https://movie.douban.com/subject/30391186/",
"宇宙探索编辑部","5","2023-06-02","https://movie.douban.com/subject/34941536/",
"伸冤人 / The Equalizer","3","2023-06-11","https://movie.douban.com/subject/3012013/",
"普罗旺斯的夏天 / Avis de mistral","5","2023-06-13","https://movie.douban.com/subject/25858604/",
"醉乡民谣 / Inside Llewyn Davis","5","2023-06-15","https://movie.douban.com/subject/6887029/",
"你看起来好像很好吃 / おまえうまそうだな","4","2023-06-15","https://movie.douban.com/subject/4848115/",
"蝴蝶效应 / The Butterfly Effect","5","2023-06-16","https://movie.douban.com/subject/1292343/",
"青春猪头少年不会梦到怀梦美少女 / 青春ブタ野郎はゆめみる少女の...","2","2023-06-19","https://movie.douban.com/subject/30329902/",
"闪电侠 / The Flash","4","2023-06-20","https://movie.douban.com/subject/3011317/",
"土拨鼠之日 / Groundhog Day","4","2023-07-01","https://movie.douban.com/subject/1300613/",
"记忆裂痕 / Paycheck","3","2023-07-02","https://movie.douban.com/subject/1308715/",
"BJ单身日记 / Bridget Jones's Diary","4","2023-07-02","https://movie.douban.com/subject/1304585/",
"绅士们 / The Gentlemen","5","2023-07-03","https://movie.douban.com/subject/30211998/",
"布达佩斯大饭店 / The Grand Budapest Hotel","5","2023-07-03","https://movie.douban.com/subject/11525673/",
"一直游到海水变蓝","3","2023-07-09","https://movie.douban.com/subject/33440244/",
"龙与地下城：侠盗荣耀 / Dungeons & Dragons: Honor Among Thieves","4","2023-07-17","https://movie.douban.com/subject/26584673/",
"超级马力欧兄弟大电影 / The Super Mario Bros. Movie","5","2023-07-17","https://movie.douban.com/subject/27199894/",
"漫长的季节","3","2023-07-20","https://movie.douban.com/subject/35588177/",
"碟中谍7：致命清算 / Mission: Impossible – Dead Reckoning Part...","5","2023-07-20","https://movie.douban.com/subject/30433455/",
"深海","4","2023-07-27","https://movie.douban.com/subject/26649682/",
"长安三万里","5","2023-07-30","https://movie.douban.com/subject/36035676/",
"东北警察故事","3","2023-07-30","https://movie.douban.com/subject/35611465/",
"克里斯·海姆斯沃斯：挑战极限 第一季 / Limitless with Chris Hem...","5","2023-07-31","https://movie.douban.com/subject/34951619/",
"芭比 / Barbie","4","2023-07-31","https://movie.douban.com/subject/4058939/",
"彗星来的那一夜 / Coherence","4","2023-08-09","https://movie.douban.com/subject/25807345/",
"十二怒汉 / 12 Angry Men","5","2023-08-26","https://movie.douban.com/subject/1293182/",
"奥本海默 / Oppenheimer","5","2023-08-31","https://movie.douban.com/subject/35593344/",
"沙丘 / Dune","5","2023-09-03","https://movie.douban.com/subject/3001114/",
"破产姐妹 第四季 / 2 Broke Girls Season 4","2","2023-09-06","https://movie.douban.com/subject/25846034/",
"无间道 / 無間道","5","2023-09-19","https://movie.douban.com/subject/1307914/",
"侧耳倾听 / 耳をすませば","5","2023-09-21","https://movie.douban.com/subject/1297052/",
"幽灵公主 / もののけ姫","5","2023-09-22","https://movie.douban.com/subject/1297359/",
"封神第一部：朝歌风云","3","2023-09-23","https://movie.douban.com/subject/10604086/",
"大鱼 / Big Fish","4","2023-09-26","https://movie.douban.com/subject/1291545/",
"入殓师 / おくりびと","5","2023-09-30","https://movie.douban.com/subject/2149806/",
"奎迪 / Creed","3","2023-10-03","https://movie.douban.com/subject/24875409/",
"奎迪：英雄再起 / Creed II","3","2023-10-04","https://movie.douban.com/subject/26707088/",
"疾速追杀4 / John Wick: Chapter 4","4","2023-10-05","https://movie.douban.com/subject/33455421/",
"奎迪3 / Creed III","4","2023-10-05","https://movie.douban.com/subject/34919107/",
"克拉克森的农场 第一季 / Clarkson's Farm Season 1","5","2023-11-06","https://movie.douban.com/subject/34839005/",
"戴夫号飞船 / Meet Dave","4","2023-11-20","https://movie.douban.com/subject/1929441/",
"虎口脱险 / La grande vadrouille","5","2023-11-20","https://movie.douban.com/subject/1296909/",
"无敌少侠 第一季 / Invincible Season 1","5","2023-12-05","https://movie.douban.com/subject/30252970/",
"旺卡 / Wonka","4","2023-12-09","https://movie.douban.com/subject/26897888/",
"实习生 / The Intern","5","2023-12-12","https://movie.douban.com/subject/10594965/",
"小黄人大眼萌：神偷奶爸前传 / Minions: The Rise of Gru","3","2023-12-17","https://movie.douban.com/subject/26642033/",
"海王2：失落的王国 / Aquaman and the Lost Kingdom","4","2023-12-23","https://movie.douban.com/subject/30444942/",
"乔乔的异想世界 / Jojo Rabbit","5","2023-12-23","https://movie.douban.com/subject/30170546/",
"侠探杰克 第二季 / Reacher Season 2","5","2023-12-24","https://movie.douban.com/subject/35763119/",
"假如…？ 第二季 / What If...? Season 2","3","2023-12-26","https://movie.douban.com/subject/35471943/",
"泰迪熊 第一季 / Ted Season 1","5","2024-01-31","https://movie.douban.com/subject/35868338/",
"年会不能停！","5","2024-02-18","https://movie.douban.com/subject/35725869/",
"洛奇 / Rocky","4","2024-02-26","https://movie.douban.com/subject/1295742/",
"新闻编辑室 第一季 / The Newsroom Season 1","5","2024-02-28","https://movie.douban.com/subject/6142597/",
"周处除三害 / 周處除三害","4","2024-03-01","https://movie.douban.com/subject/36151692/",
"今晚80后脱口秀","4","2024-03-03","https://movie.douban.com/subject/25864078/",
"了不起的挑战","4","2024-03-03","https://movie.douban.com/subject/26347994/",
"沙丘2 / Dune: Part Two","5","2024-03-09","https://movie.douban.com/subject/35575567/",
"我是传奇 / I Am Legend","4","2024-03-16","https://movie.douban.com/subject/1820156/",
"传奇 / Legend","3","2024-03-16","https://movie.douban.com/subject/25887846/",
"哥斯拉 / Godzilla","4","2024-03-18","https://movie.douban.com/subject/2063914/",
"超验骇客 / Transcendence","3","2024-03-27","https://movie.douban.com/subject/10810745/",
"暖暖内含光 / Eternal Sunshine of the Spotless Mind","4","2024-03-27","https://movie.douban.com/subject/1308777/",
"黑鹰坠落 / Black Hawk Down","5","2024-03-28","https://movie.douban.com/subject/1291824/",
"哥斯拉大战金刚2：帝国崛起 / Godzilla x Kong: The New Empire","3","2024-03-31","https://movie.douban.com/subject/35453251/",
"被解救的姜戈 / Django Unchained","5","2024-04-04","https://movie.douban.com/subject/6307447/",
"无敌少侠：原子女侠伊芙 / Invincible: Atom Eve","4","2024-04-05","https://movie.douban.com/subject/36488620/",
"无敌少侠 第二季 / Invincible Season 2","4","2024-04-05","https://movie.douban.com/subject/35545737/",
"保罗 / Paul","3","2024-04-05","https://movie.douban.com/subject/2999913/",
"你想活出怎样的人生 / 君たちはどう生きるか","3","2024-04-07","https://movie.douban.com/subject/26925611/",
"新威龙杀阵 / Road House","4","2024-04-25","https://movie.douban.com/subject/26608246/",
"犯罪都市 / 범죄도시","5","2024-04-30","https://movie.douban.com/subject/26946510/",
"间谍过家家 代号：白 / 劇場版 Spy x Family Code: White","5","2024-05-02","https://movie.douban.com/subject/36190889/",
"哥斯拉-1.0 / ゴジラ-1.0","4","2024-05-04","https://movie.douban.com/subject/35914398/",
"搏击俱乐部 / Fight Club","5","2024-05-22","https://movie.douban.com/subject/1292000/",
"葬送的芙莉莲 / 葬送のフリーレン","5","2024-06-17","https://movie.douban.com/subject/36093351/",
"特技狂人 / The Fall Guy","4","2024-06-19","https://movie.douban.com/subject/35268614/",
"瞬息全宇宙 / Everything Everywhere All at Once","3","2024-06-21","https://movie.douban.com/subject/30314848/",
"龙之家族 第二季 / House of the Dragon Season 2","3","2024-06-26","https://movie.douban.com/subject/36073279/",
"死侍与金刚狼 / Deadpool & Wolverine","4","2024-07-26","https://movie.douban.com/subject/26957900/",
"异形：夺命舰 / Alien: Romulus","4","2024-08-16","https://movie.douban.com/subject/35792500/",
"龙虎少年队 / 21 Jump Street","4","2024-08-19","https://movie.douban.com/subject/3072889/",
"变形金刚：起源 / Transformers One","5","2024-09-29","https://movie.douban.com/subject/34960078/",
"里斯本丸沉没","5","2024-09-30","https://movie.douban.com/subject/30412658/",
"企鹅人 第一季 / The Penguin Season 1","5","2024-10-02","https://movie.douban.com/subject/35604181/",
"变形金刚：超能勇士崛起 / Transformers: Rise of the Beasts","1","2024-10-05","https://movie.douban.com/subject/26634250/",
"只此青绿","5","2024-10-10","https://movie.douban.com/subject/36401998/",
"瞒天计划 / The Program","4","2024-10-10","https://movie.douban.com/subject/24878250/",
"小丑2：双重妄想 / Joker: Folie à Deux","4","2024-10-21","https://movie.douban.com/subject/34909341/",
"毒液：最后一舞 / Venom: The Last Dance","2","2024-10-24","https://movie.douban.com/subject/35087675/",
"蓦然回首 / ルックバック","5","2024-10-26","https://movie.douban.com/subject/36765646/",
"热天午后 / Dog Day Afternoon","5","2024-11-09","https://movie.douban.com/subject/1293374/",
"低俗小说 / Pulp Fiction","4","2024-11-09","https://movie.douban.com/subject/1291832/",
"疯狂的麦克斯4：狂暴之路 / Mad Max: Fury Road","5","2024-11-10","https://movie.douban.com/subject/3592854/",
"办公室 第一季 / The Office Season 1","5","2024-11-20","https://movie.douban.com/subject/10529476/",
"尖峰时刻2 / Rush Hour 2","4","2024-11-24","https://movie.douban.com/subject/1304642/",
"尖峰时刻 / Rush Hour","4","2024-11-24","https://movie.douban.com/subject/1292624/",
"海洋奇缘2 / Moana 2","4","2024-12-04","https://movie.douban.com/subject/36768946/",
"红色一号：冬日行动 / Red One","3","2025-01-03","https://movie.douban.com/subject/35516034/",
"哪吒之魔童闹海","5","2025-02-07","https://movie.douban.com/subject/34780991/",
"无敌少侠 第三季 / Invincible Season 3","2","2025-02-11","https://movie.douban.com/subject/35578255/",
"疯狂元素城 / Elemental","3","2025-02-15","https://movie.douban.com/subject/35901878/",
"永恒族 / Eternals","4","2025-02-23","https://movie.douban.com/subject/30223888/",
"夜魔侠 第三季 / Daredevil Season 3","4","2025-03-07","https://movie.douban.com/subject/26841619/",
"编号17 / Mickey 17","2","2025-03-10","https://movie.douban.com/subject/34429795/",
"侠探杰克 第三季 / Reacher Season 3","3","2025-03-26","https://movie.douban.com/subject/36670568/",
"我的世界大电影 / A Minecraft Movie","2","2025-04-05","https://movie.douban.com/subject/26149750/",
"鬼泣 第一季 / Devil May Cry Season 1","5","2025-04-07","https://movie.douban.com/subject/35717220/",
"神偷奶爸4 / Despicable Me 4","2","2025-04-20","https://movie.douban.com/subject/30170847/",
"孤独摇滚(上) / 劇場総集編ぼっち・ざ・ろっく！ Re:","4","2025-04-30","https://movie.douban.com/subject/36415357/",
"雷霆特攻队* / Thunderbolts*","5","2025-05-01","https://movie.douban.com/subject/35927475/",
"暗杀教室 / 暗殺教室","5","2025-05-05","https://movie.douban.com/subject/25912261/",
"美国队长4 / Captain America: Brave New World","2","2025-05-09","https://movie.douban.com/subject/35443158/",
"赛马娘 / ウマ娘 プリティーダービー","4","2025-05-15","https://movie.douban.com/subject/30203373/",
"攻壳机动队 / 攻殻機動隊","5","2025-05-16","https://movie.douban.com/subject/1291936/",
"碟中谍8：最终清算 / Mission: Impossible - The Final Reckoning","4","2025-06-06","https://movie.douban.com/subject/30433456/",
"玉子市场 / たまこまーけっと","5","2025-06-19","https://movie.douban.com/subject/20514713/",
"新·驯龙高手 / How to Train Your Dragon","5","2025-06-23","https://movie.douban.com/subject/36247731/",
"F1：狂飙飞车 / F1: The Movie","5","2025-07-02","https://movie.douban.com/subject/35689244/",
"七宗罪 / Se7en","5","2025-07-04","https://movie.douban.com/subject/1292223/",
"疾速追杀：芭蕾杀姬 / Ballerina","4","2025-07-04","https://movie.douban.com/subject/34807062/",
"大炮之街 / 大砲の街","5","2025-07-05","https://movie.douban.com/subject/26951746/",
"回忆三部曲 / Memories","5","2025-07-05","https://movie.douban.com/subject/1307897/",
"极速风流 / Rush","5","2025-07-05","https://movie.douban.com/subject/6803494/",
"暗杀教室 第二季 / 暗殺教室 第2期","5","2025-07-08","https://movie.douban.com/subject/26375693/",
"命运之夜 无限剑制 第二季 / Fate/stay night [Unlimited Blade Wo...","5","2025-07-10","https://movie.douban.com/subject/25937990/",
"命运之夜 无限剑制 / Fate/stay night [Unlimited Blade Works]","5","2025-07-10","https://movie.douban.com/subject/24857860/",
"超人 / Superman","2","2025-07-11","https://movie.douban.com/subject/36188176/",
"有史以来最棒的啤酒运送 / The Greatest Beer Run Ever","5","2025-07-12","https://movie.douban.com/subject/35134230/",
"荒野机器人 / The Wild Robot","4","2025-07-12","https://movie.douban.com/subject/36689857/",
"魔女宅急便 / 魔女の宅急便","4","2025-07-16","https://movie.douban.com/subject/1307811/",
"雷霆沙赞！众神之怒 / Shazam! Fury of the Gods","1","2025-07-18","https://movie.douban.com/subject/33402300/",
"长安的荔枝","5","2025-07-22","https://movie.douban.com/subject/36185502/",
"神奇4侠：初露锋芒 / The Fantastic Four: First Steps","4","2025-07-24","https://movie.douban.com/subject/34825559/",
"浪浪山小妖怪","4","2025-08-06","https://movie.douban.com/subject/36438475/",
"鞋匠人生 / The Cobbler","4","2025-08-07","https://movie.douban.com/subject/25788954/",
"罗小黑战记2","5","2025-08-08","https://movie.douban.com/subject/36448279/",
"玛丽和麦克斯 / Mary and Max","4","2025-08-10","https://movie.douban.com/subject/3072124/",
"汉密尔顿 / Hamilton","5","2025-08-12","https://movie.douban.com/subject/34961898/",
"罗小黑战记","5","2025-08-13","https://movie.douban.com/subject/10477598/",
"充气娃娃之恋 / Lars and the Real Girl","5","2025-08-13","https://movie.douban.com/subject/1855834/",
"她的回忆 / 彼女の想いで","5","2025-08-17","https://movie.douban.com/subject/5162334/",
"南京照相馆","5","2025-08-21","https://movie.douban.com/subject/36809864/",
"捕风追影","5","2025-08-21","https://movie.douban.com/subject/36600459/",
"月光骑士 / Moon Knight","3","2025-08-23","https://movie.douban.com/subject/26358318/",
"风骚律师 第二季 / Better Call Saul Season 2","5","2025-08-27","https://movie.douban.com/subject/25976733/",
"风骚律师 第一季 / Better Call Saul Season 1","5","2025-08-27","https://movie.douban.com/subject/25726259/",
"风骚律师 第四季 / Better Call Saul Season 4","5","2025-08-30","https://movie.douban.com/subject/27077785/",
"风骚律师 第三季 / Better Call Saul Season 3","5","2025-08-30","https://movie.douban.com/subject/26748847/",
"绝命毒师  第三季 / Breaking Bad Season 3","4","2025-08-31","https://movie.douban.com/subject/4256328/",
"绝命毒师  第二季 / Breaking Bad Season 2","5","2025-08-31","https://movie.douban.com/subject/3586996/",
"风骚律师 第五季 / Better Call Saul Season 5","5","2025-08-31","https://movie.douban.com/subject/30285826/",
"风骚律师 第六季 / Better Call Saul Season 6","5","2025-09-01","https://movie.douban.com/subject/34951007/",
"小人物2 / Nobody 2","2","2025-09-03","https://movie.douban.com/subject/36176467/",
"高楼大劫案 / Tower Heist","5","2025-09-22","https://movie.douban.com/subject/2133293/",
"会计刺客 / The Accountant","4","2025-10-01","https://movie.douban.com/subject/24325861/",
"超级大坏蛋 / Megamind","4","2025-10-07","https://movie.douban.com/subject/2303163/",
"一战再战 / One Battle After Another","4","2025-10-18","https://movie.douban.com/subject/36176155/",
"八恶人 / The Hateful Eight","5","2025-10-19","https://movie.douban.com/subject/25787888/",
"间谍过家家 第二季 / SPY×FAMILY Season 2","5","2025-10-19","https://movie.douban.com/subject/36190888/",
"小城日常 / CITY THE ANIMATION","5","2025-10-19","https://movie.douban.com/subject/37054059/",
"日常","5","2025-10-19","https://movie.douban.com/subject/4848701/",
"甲方乙方","5","2025-10-21","https://movie.douban.com/subject/1303173/",
"城市英雄 / Falling Down","4","2025-11-01","https://movie.douban.com/subject/1299287/",
"天鹰战士：最后的冲击 / シン・エヴァンゲリオン劇場版:│▌","5","2025-11-02","https://movie.douban.com/subject/10428501/",
"铁血战士：杀戮之地 / Predator: Badlands","3","2025-11-07","https://movie.douban.com/subject/36707378/",
"紫罗兰永恒花园 / ヴァイオレット・エヴァーガーデン","5","2025-11-10","https://movie.douban.com/subject/26805209/",
"轻音少女 / けいおん!","4","2025-11-10","https://movie.douban.com/subject/3681349/",
"抓人游戏 / Tag","2","2025-11-13","https://movie.douban.com/subject/27013111/",
"疯狂动物城2 / Zootopia 2","5","2025-12-01","https://movie.douban.com/subject/26817136/",
"亡命驾驶 / Drive","4","2025-12-02","https://movie.douban.com/subject/2010972/",
"僵尸世界大战 / World War Z","3","2025-12-03","https://movie.douban.com/subject/2132473/",
"她 / Her","5","2025-12-05","https://movie.douban.com/subject/6722879/",
"控方证人 / Witness for the Prosecution","5","2025-12-06","https://movie.douban.com/subject/1296141/",
"疯狂的赛车","4","2025-12-10","https://movie.douban.com/subject/2124703/",
"兰戈 / Rango","4","2025-12-10","https://movie.douban.com/subject/2998253/",
"抓娃娃","5","2025-12-13","https://movie.douban.com/subject/36653918/",
"猜火车 / Trainspotting","5","2025-12-14","https://movie.douban.com/subject/1292528/",
"链锯人 剧场版：蕾塞篇 / 劇場版 チェンソーマン レゼ篇","5","2025-12-16","https://movie.douban.com/subject/37291780/",
"荒野生存 / Into the Wild","5","2025-12-17","https://movie.douban.com/subject/1905462/",
"战双帕尼尼","5","2026-01-03","https://movie.douban.com/subject/35300036/",
"飞驰人生3","5","2026-02-20","https://movie.douban.com/subject/37311135/",
"镖人：风起大漠","2","2026-03-08","https://movie.douban.com/subject/36474027/",
"逆行人生","4","2026-03-18","https://movie.douban.com/subject/36774001/",
"飞驰人生2","4","2026-03-18","https://movie.douban.com/subject/36369452/",
